ID,PROVINCE,MUNICIPALITY,STATION,STATION_LOCATION,MEASURED_COMPOUND,MEASUREMENT_TECHNIQUE,DATE,VALUE,IS_VALID
1120592020810,Madrid Province,Madrid,11,Av. Ramón y Cajal,toluene,Cromatografía de gases,2020-8-10,0.6,true
1120592020811,Madrid Province,Madrid,11,Av. Ramón y Cajal,toluene,Cromatografía de gases,2020-8-11,0.5,true
1120592020812,Madrid Province,Madrid,11,Av. Ramón y Cajal,toluene,Cromatografía de gases,2020-8-12,0.4,true
1120592020813,Madrid Province,Madrid,11,Av. Ramón y Cajal,toluene,Cromatografía de gases,2020-8-13,0.8,true
1120592020814,Madrid Province,Madrid,11,Av. Ramón y Cajal,toluene,Cromatografía de gases,2020-8-14,0.6,true
1120592020815,Madrid Province,Madrid,11,Av. Ramón y Cajal,toluene,Cromatografía de gases,2020-8-15,0.2,true
1120592020816,Madrid Province,Madrid,11,Av. Ramón y Cajal,toluene,Cromatografía de gases,2020-8-16,0.3,true
1120592020817,Madrid Province,Madrid,11,Av. Ramón y Cajal,toluene,Cromatografía de gases,2020-8-17,0.5,true
1120592020818,Madrid Province,Madrid,11,Av. Ramón y Cajal,toluene,Cromatografía de gases,2020-8-18,0.4,true
1120592020819,Madrid Province,Madrid,11,Av. Ramón y Cajal,toluene,Cromatografía de gases,2020-8-19,0.7,true
1120592020820,Madrid Province,Madrid,11,Av. Ramón y Cajal,toluene,Cromatografía de gases,2020-8-20,1.0,true
1120592020821,Madrid Province,Madrid,11,Av. Ramón y Cajal,toluene,Cromatografía de gases,2020-8-21,0.3,true
1120592020822,Madrid Province,Madrid,11,Av. Ramón y Cajal,toluene,Cromatografía de gases,2020-8-22,0.2,true
1120592020823,Madrid Province,Madrid,11,Av. Ramón y Cajal,toluene,Cromatografía de gases,2020-8-23,0.3,true
1120592020824,Madrid Province,Madrid,11,Av. Ramón y Cajal,toluene,Cromatografía de gases,2020-8-24,1.1,true
1120592020825,Madrid Province,Madrid,11,Av. Ramón y Cajal,toluene,Cromatografía de gases,2020-8-25,1.0,true
1120592020826,Madrid Province,Madrid,11,Av. Ramón y Cajal,toluene,Cromatografía de gases,2020-8-26,2.0,true
1120592020827,Madrid Province,Madrid,11,Av. Ramón y Cajal,toluene,Cromatografía de gases,2020-8-27,1.1,true
1120592020828,Madrid Province,Madrid,11,Av. Ramón y Cajal,toluene,Cromatografía de gases,2020-8-28,0.6,true
1120592020829,Madrid Province,Madrid,11,Av. Ramón y Cajal,toluene,Cromatografía de gases,2020-8-29,0.2,true
1120592020830,Madrid Province,Madrid,11,Av. Ramón y Cajal,toluene,Cromatografía de gases,2020-8-30,0.1,true
1120592020831,Madrid Province,Madrid,11,Av. Ramón y Cajal,toluene,Cromatografía de gases,2020-8-31,0.5,true
1820592020101,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-01,4.4,true
1820592020102,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-02,6.4,true
1820592020103,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-03,5.8,true
1820592020104,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-04,2.3,true
1820592020105,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-05,3.2,true
1820592020106,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-06,3.6,true
1820592020107,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-07,11.0,true
1820592020108,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-08,10.7,true
1820592020109,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-09,6.3,true
1820592020110,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-10,2.3,true
1820592020111,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-11,3.0,true
1820592020112,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-12,3.1,true
1820592020113,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-13,4.0,true
1820592020114,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-14,3.9,true
1820592020115,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-15,3.9,true
1820592020116,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-16,3.7,true
1820592020117,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-17,1.4,true
1820592020118,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-18,1.8,true
1820592020119,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-19,0.7,true
1820592020120,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-20,0.4,true
1820592020121,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-21,0.5,true
1820592020122,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-22,1.0,true
1820592020123,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-23,1.2,true
1820592020124,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-24,1.6,true
1820592020125,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-25,1.1,true
1820592020126,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-26,0.9,true
1820592020127,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-27,1.6,true
1820592020128,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-28,0.6,true
1820592020129,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-29,0.7,true
1820592020130,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-30,0.9,true
1820592020131,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-1-31,0.9,true
1820592020201,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-01,0.5,true
1820592020202,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-02,0.7,true
1820592020203,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-03,3.3,true
1820592020204,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-04,5.1,true
1820592020205,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-05,9.0,true
1820592020206,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-06,4.7,true
1820592020207,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-07,6.7,true
1820592020208,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-08,3.9,true
1820592020209,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-09,2.0,true
1820592020210,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-10,4.0,true
1820592020211,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-11,4.2,true
1820592020212,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-12,3.3,true
1820592020213,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-13,2.1,true
1820592020214,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-14,3.8,true
1820592020215,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-15,3.6,true
1820592020216,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-16,2.0,true
1820592020217,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-17,1.6,true
1820592020218,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-18,1.7,true
1820592020219,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-19,3.1,true
1820592020220,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-20,5.6,true
1820592020221,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-21,11.5,true
1820592020222,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-22,6.4,true
1820592020223,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-23,3.3,true
1820592020224,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-24,3.9,true
1820592020225,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-25,5.0,true
1820592020226,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-26,0.8,true
1820592020227,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-27,0.9,true
1820592020228,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-28,3.2,true
1820592020229,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-29,1.0,true
1820592020230,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-30,0,false
1820592020231,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-2-31,0,false
1820592020301,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-01,0.3,true
1820592020302,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-02,0.5,true
1820592020303,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-03,0.6,true
1820592020304,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-04,0.5,true
1820592020305,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-05,0.7,true
1820592020306,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-06,0.6,true
1820592020307,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-07,1.0,true
1820592020308,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-08,1.0,true
1820592020309,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-09,1.2,true
1820592020310,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-10,2.8,true
1820592020311,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-11,5.4,true
1820592020312,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-12,4.0,true
1820592020313,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-13,2.6,true
1820592020314,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-14,1.1,true
1820592020315,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-15,0.8,true
1820592020316,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-16,0.4,true
1820592020317,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-17,0.4,true
1820592020318,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-18,0.8,true
1820592020319,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-19,0.5,true
1820592020320,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-20,0.6,true
1820592020321,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-21,0.3,true
1820592020322,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-22,0.2,true
1820592020323,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-23,0.3,true
1820592020324,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-24,0.3,true
1820592020325,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-25,0.4,true
1820592020326,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-26,0.9,true
1820592020327,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-27,0.4,true
1820592020328,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-28,0.5,true
1820592020329,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-29,0.6,true
1820592020330,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-30,0.2,true
1820592020331,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-3-31,0.3,true
1820592020401,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-01,0.4,true
1820592020402,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-02,0.5,true
1820592020403,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-03,0.5,true
1820592020404,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-04,0.5,true
1820592020405,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-05,0.2,true
1820592020406,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-06,0.3,true
1820592020407,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-07,0.3,true
1820592020408,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-08,0.5,true
1820592020409,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-09,0.3,true
1820592020410,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-10,0.2,true
1820592020411,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-11,0.3,true
1820592020412,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-12,0.4,true
1820592020413,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-13,0.4,true
1820592020414,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-14,0.5,true
1820592020415,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-15,0.4,true
1820592020416,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-16,0.3,true
1820592020417,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-17,0.5,true
1820592020418,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-18,0.7,true
1820592020419,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-19,0.3,true
1820592020420,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-20,0.5,true
1820592020421,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-21,0.3,true
1820592020422,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-22,0.6,true
1820592020423,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-23,0.4,true
1820592020424,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-24,0.8,true
1820592020425,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-25,0.3,true
1820592020426,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-26,0.3,true
1820592020427,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-27,0.3,true
1820592020428,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-28,0.3,true
1820592020429,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-29,0.3,true
1820592020430,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-30,0.2,true
1820592020431,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-4-31,0,false
1820592020501,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-01,0.2,true
1820592020502,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-02,0.3,true
1820592020503,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-03,0.8,true
1820592020504,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-04,0.8,true
1820592020505,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-05,0.4,true
1820592020506,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-06,1.0,true
1820592020507,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-07,0.8,true
1820592020508,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-08,0.5,true
1820592020509,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-09,0.3,true
1820592020510,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-10,0.1,true
1820592020511,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-11,0.2,true
1820592020512,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-12,0.4,true
1820592020513,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-13,0.4,true
1820592020514,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-14,0.5,true
1820592020515,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-15,0.4,true
1820592020516,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-16,0.3,true
1820592020517,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-17,0.2,true
1820592020518,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-18,0.7,true
1820592020519,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-19,0.8,true
1820592020520,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-20,0.9,true
1820592020521,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-21,1.2,true
1820592020522,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-22,0.9,true
1820592020523,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-23,0.8,true
1820592020524,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-24,0.3,true
1820592020525,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-25,0.4,true
1820592020526,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-26,0.4,true
1820592020527,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-27,0.5,true
1820592020528,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-28,0.4,true
1820592020529,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-29,0.7,true
1820592020530,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-30,0.9,true
1820592020531,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-5-31,0.4,true
1820592020601,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-01,0.5,true
1820592020602,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-02,0.8,true
1820592020603,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-03,0.6,true
1820592020604,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-04,0.4,true
1820592020605,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-05,0.4,true
1820592020606,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-06,0.3,true
1820592020607,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-07,0.3,true
1820592020608,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-08,0.4,true
1820592020609,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-09,0.3,true
1820592020610,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-10,0.4,true
1820592020611,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-11,0.9,true
1820592020612,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-12,0.4,true
1820592020613,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-13,0.2,true
1820592020614,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-14,0.3,true
1820592020615,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-15,0.4,true
1820592020616,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-16,0.7,true
1820592020617,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-17,0.6,true
1820592020618,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-18,0.7,true
1820592020619,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-19,0.5,true
1820592020620,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-20,0.6,true
1820592020621,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-21,0.6,true
1820592020622,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-22,0.5,true
1820592020623,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-23,0.8,true
1820592020624,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-24,0.7,true
1820592020625,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-25,0.4,true
1820592020626,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-26,0.5,true
1820592020627,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-27,0.3,true
1820592020628,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-28,0.3,true
1820592020629,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-29,0.7,true
1820592020630,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-30,0.5,true
1820592020631,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-6-31,0,false
1820592020701,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-01,0.6,true
1820592020702,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-02,0.5,true
1820592020703,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-03,0.3,true
1820592020704,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-04,0.4,true
1820592020705,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-05,0.3,true
1820592020706,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-06,0.4,true
1820592020707,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-07,0.5,true
1820592020708,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-08,0.6,true
1820592020709,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-09,0.3,true
1820592020710,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-10,0.4,true
1820592020711,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-11,0.4,true
1820592020712,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-12,0.1,true
1820592020713,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-13,0.3,true
1820592020714,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-14,0.3,true
1820592020715,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-15,0.2,true
1820592020716,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-16,0.4,true
1820592020717,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-17,0.3,true
1820592020718,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-18,0.4,true
1820592020719,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-19,0.7,true
1820592020720,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-20,0.8,true
1820592020721,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-21,0.5,true
1820592020722,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-22,0.6,true
1820592020723,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-23,3.6,false
1820592020724,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-24,3.0,true
1820592020725,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-25,1.1,true
1820592020726,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-26,3.0,true
1820592020727,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-27,3.8,true
1820592020728,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-28,1.8,true
1820592020729,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-29,2.0,true
1820592020730,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-30,1.3,true
1820592020731,Madrid Province,Madrid,18,Escuelas Aguirre,toluene,Cromatografía de gases,2020-7-31,2.8,true
